Event ID,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt
24052,5,Firearms,5,Unknown Gun Type,,
24053,6,Explosives,29,Sticky Bomb,,
24054,6,Explosives,16,Unknown Explosive Type,,
24055,13,Unknown,,,,
24056,6,Explosives,16,Unknown Explosive Type,,
24057,6,Explosives,17,Other Explosive Type,,
24058,5,Firearms,5,Unknown Gun Type,,
24059,8,Incendiary,18,Arson/Fire,,
24060,5,Firearms,2,Automatic or Semi-Automatic Rifle,8,Incendiary
24061,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
24062,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
24063,13,Unknown,,,,
24064,5,Firearms,5,Unknown Gun Type,,
24065,5,Firearms,5,Unknown Gun Type,,
24066,5,Firearms,2,Automatic or Semi-Automatic Rifle,8,Incendiary
24067,5,Firearms,2,Automatic or Semi-Automatic Rifle,8,Incendiary
24068,5,Firearms,3,Handgun,,
24069,6,Explosives,16,Unknown Explosive Type,,
24070,6,Explosives,8,Landmine,,
24071,6,Explosives,7,Grenade,5,Firearms
24072,5,Firearms,5,Unknown Gun Type,,
24073,9,Melee,21,Blunt Object,,
24074,13,Unknown,,,,
24075,5,Firearms,5,Unknown Gun Type,,
24076,6,Explosives,16,Unknown Explosive Type,,
24077,6,Explosives,16,Unknown Explosive Type,,
24078,6,Explosives,16,Unknown Explosive Type,,
24079,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
24080,6,Explosives,15,Vehicle,,
24081,6,Explosives,16,Unknown Explosive Type,,
24082,6,Explosives,16,Unknown Explosive Type,,
24083,6,Explosives,16,Unknown Explosive Type,,
24084,6,Explosives,29,Sticky Bomb,,
24085,6,Explosives,16,Unknown Explosive Type,,
24086,6,Explosives,12,Remote Trigger,,
24087,6,Explosives,17,Other Explosive Type,,
24088,5,Firearms,2,Automatic or Semi-Automatic Rifle,,
24089,13,Unknown,,,,
24090,13,Unknown,,,,
24091,13,Unknown,,,,
24092,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
24093,6,Explosives,16,Unknown Explosive Type,,
24094,6,Explosives,16,Unknown Explosive Type,5,Firearms
24095,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
24096,5,Firearms,5,Unknown Gun Type,9,Melee
24097,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,
24098,5,Firearms,5,Unknown Gun Type,,
24099,5,Firearms,5,Unknown Gun Type,,
24100,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
24101,5,Firearms,5,Unknown Gun Type,,
24102,5,Firearms,5,Unknown Gun Type,,
24103,13,Unknown,,,,
24104,6,Explosives,16,Unknown Explosive Type,,
24105,8,Incendiary,18,Arson/Fire,13,Unknown
24106,6,Explosives,16,Unknown Explosive Type,,
24107,13,Unknown,,,,
24108,5,Firearms,5,Unknown Gun Type,,
24109,5,Firearms,4,Rifle/Shotgun (non-automatic),,
24110,13,Unknown,,,,
24111,9,Melee,23,Knife or Other Sharp Object,,
24112,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
24113,6,Explosives,13,Suicide (carried bodily by human being),,
24114,6,Explosives,16,Unknown Explosive Type,5,Firearms
24115,5,Firearms,5,Unknown Gun Type,,
24116,5,Firearms,5,Unknown Gun Type,,
24117,5,Firearms,5,Unknown Gun Type,,
24118,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
24119,8,Incendiary,18,Arson/Fire,,
24120,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",8,Incendiary
24121,6,Explosives,8,Landmine,,
24122,6,Explosives,17,Other Explosive Type,,
24123,6,Explosives,16,Unknown Explosive Type,,
24124,5,Firearms,5,Unknown Gun Type,,
24125,6,Explosives,16,Unknown Explosive Type,,
24126,5,Firearms,5,Unknown Gun Type,,
24127,13,Unknown,,,,
24128,13,Unknown,,,,
24129,6,Explosives,13,Suicide (carried bodily by human being),,
24130,6,Explosives,7,Grenade,,
24131,6,Explosives,16,Unknown Explosive Type,,
24132,5,Firearms,2,Automatic or Semi-Automatic Rifle,,
24133,6,Explosives,8,Landmine,,
24134,6,Explosives,29,Sticky Bomb,,
24135,5,Firearms,5,Unknown Gun Type,,
24136,5,Firearms,5,Unknown Gun Type,,
24137,13,Unknown,,,,
24138,5,Firearms,5,Unknown Gun Type,,
24139,6,Explosives,16,Unknown Explosive Type,,
24140,6,Explosives,13,Suicide (carried bodily by human being),,
24141,8,Incendiary,18,Arson/Fire,,
24142,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,
24143,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
24144,5,Firearms,5,Unknown Gun Type,,
24145,5,Firearms,4,Rifle/Shotgun (non-automatic),,
24146,5,Firearms,3,Handgun,,
24147,6,Explosives,15,Vehicle,,
24148,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",5,Firearms
24149,5,Firearms,5,Unknown Gun Type,8,Incendiary
24150,6,Explosives,9,Letter Bomb,,
24151,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
24152,6,Explosives,7,Grenade,,
24153,6,Explosives,16,Unknown Explosive Type,,
24154,5,Firearms,5,Unknown Gun Type,,
24155,6,Explosives,16,Unknown Explosive Type,,
24156,13,Unknown,,,,
24157,13,Unknown,,,,
24158,5,Firearms,5,Unknown Gun Type,,
24159,6,Explosives,16,Unknown Explosive Type,,
24160,6,Explosives,8,Landmine,,
24161,5,Firearms,5,Unknown Gun Type,,
24162,5,Firearms,5,Unknown Gun Type,,
24163,9,Melee,23,Knife or Other Sharp Object,,
24164,13,Unknown,,,,
24165,13,Unknown,,,,
24166,13,Unknown,,,,
24167,13,Unknown,,,,
24168,13,Unknown,,,,
24169,13,Unknown,,,,
24170,13,Unknown,,,,
24171,13,Unknown,,,,
24172,13,Unknown,,,,
24173,5,Firearms,5,Unknown Gun Type,,
24174,6,Explosives,13,Suicide (carried bodily by human being),,
24175,5,Firearms,5,Unknown Gun Type,8,Incendiary
24176,6,Explosives,16,Unknown Explosive Type,,
24177,13,Unknown,,,,
24178,6,Explosives,16,Unknown Explosive Type,,
24179,13,Unknown,,,,
24180,13,Unknown,,,,
24181,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,
24182,13,Unknown,,,,
24183,6,Explosives,7,Grenade,,
24184,6,Explosives,17,Other Explosive Type,,
24185,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,
24186,5,Firearms,5,Unknown Gun Type,,
24187,5,Firearms,5,Unknown Gun Type,,
24188,5,Firearms,5,Unknown Gun Type,8,Incendiary
24189,6,Explosives,15,Vehicle,,
24190,13,Unknown,,,,
24191,13,Unknown,,,,
24192,5,Firearms,2,Automatic or Semi-Automatic Rifle,,
24193,6,Explosives,17,Other Explosive Type,,
24194,13,Unknown,,,,
24195,5,Firearms,5,Unknown Gun Type,,
24196,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
24197,5,Firearms,3,Handgun,5,Firearms
24198,6,Explosives,16,Unknown Explosive Type,,
24199,6,Explosives,7,Grenade,,
24200,6,Explosives,16,Unknown Explosive Type,,
24201,6,Explosives,16,Unknown Explosive Type,,
24202,5,Firearms,5,Unknown Gun Type,,
24203,13,Unknown,,,,
24204,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
24205,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
24206,5,Firearms,4,Rifle/Shotgun (non-automatic),,
24207,5,Firearms,5,Unknown Gun Type,,
24208,6,Explosives,16,Unknown Explosive Type,,
24209,6,Explosives,15,Vehicle,,
24210,6,Explosives,16,Unknown Explosive Type,,
24211,6,Explosives,16,Unknown Explosive Type,,
24212,13,Unknown,,,,
24213,13,Unknown,,,,
24214,6,Explosives,16,Unknown Explosive Type,,
24215,6,Explosives,16,Unknown Explosive Type,,
24216,6,Explosives,16,Unknown Explosive Type,,
24217,6,Explosives,13,Suicide (carried bodily by human being),,
24218,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
24219,5,Firearms,4,Rifle/Shotgun (non-automatic),,
24220,6,Explosives,17,Other Explosive Type,,
24221,8,Incendiary,18,Arson/Fire,,
24222,6,Explosives,7,Grenade,,
24223,13,Unknown,,,,
24224,8,Incendiary,18,Arson/Fire,9,Melee
24225,6,Explosives,16,Unknown Explosive Type,5,Firearms
24226,13,Unknown,,,,
24227,13,Unknown,,,,
24228,13,Unknown,,,,
24229,6,Explosives,13,Suicide (carried bodily by human being),13,Unknown
24230,6,Explosives,16,Unknown Explosive Type,,
24231,5,Firearms,5,Unknown Gun Type,,
24232,5,Firearms,5,Unknown Gun Type,,
24233,5,Firearms,5,Unknown Gun Type,,
24234,5,Firearms,5,Unknown Gun Type,,
24235,6,Explosives,13,Suicide (carried bodily by human being),,
24236,5,Firearms,5,Unknown Gun Type,,
24237,9,Melee,23,Knife or Other Sharp Object,7,Fake Weapons
24238,5,Firearms,5,Unknown Gun Type,,
24239,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
24240,13,Unknown,,,,
24241,5,Firearms,5,Unknown Gun Type,,
24242,6,Explosives,16,Unknown Explosive Type,,
24243,6,Explosives,8,Landmine,,
24244,13,Unknown,,,,
24245,6,Explosives,8,Landmine,,
24246,6,Explosives,29,Sticky Bomb,,
24247,6,Explosives,8,Landmine,,
24248,6,Explosives,16,Unknown Explosive Type,,
24249,8,Incendiary,18,Arson/Fire,,
24250,5,Firearms,5,Unknown Gun Type,,
24251,6,Explosives,29,Sticky Bomb,,
24252,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
24253,5,Firearms,2,Automatic or Semi-Automatic Rifle,5,Firearms
24254,6,Explosives,17,Other Explosive Type,,
24255,6,Explosives,17,Other Explosive Type,,
24256,5,Firearms,5,Unknown Gun Type,,
24257,6,Explosives,15,Vehicle,,
24258,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
24259,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,
24260,6,Explosives,16,Unknown Explosive Type,,
24261,9,Melee,23,Knife or Other Sharp Object,,
24262,5,Firearms,5,Unknown Gun Type,,
24263,5,Firearms,5,Unknown Gun Type,,
24264,13,Unknown,,,,
24265,6,Explosives,15,Vehicle,6,Explosives
24266,5,Firearms,5,Unknown Gun Type,8,Incendiary
24267,6,Explosives,13,Suicide (carried bodily by human being),,
24268,6,Explosives,13,Suicide (carried bodily by human being),,
24269,5,Firearms,2,Automatic or Semi-Automatic Rifle,,
24270,6,Explosives,13,Suicide (carried bodily by human being),6,Explosives
24271,6,Explosives,16,Unknown Explosive Type,,
24272,5,Firearms,5,Unknown Gun Type,,
24273,13,Unknown,,,,
24274,13,Unknown,,,,
24275,6,Explosives,15,Vehicle,,
24276,6,Explosives,8,Landmine,,
24277,6,Explosives,29,Sticky Bomb,,
24278,5,Firearms,5,Unknown Gun Type,8,Incendiary
24279,13,Unknown,,,,
24280,13,Unknown,,,,
24281,5,Firearms,5,Unknown Gun Type,8,Incendiary
24282,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
24283,9,Melee,23,Knife or Other Sharp Object,,
24284,5,Firearms,5,Unknown Gun Type,9,Melee
24285,5,Firearms,5,Unknown Gun Type,9,Melee
24286,6,Explosives,8,Landmine,,
24287,5,Firearms,5,Unknown Gun Type,,
24288,5,Firearms,5,Unknown Gun Type,9,Melee
24289,6,Explosives,15,Vehicle,,
24290,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
24291,6,Explosives,7,Grenade,,
24292,6,Explosives,16,Unknown Explosive Type,,
24293,5,Firearms,5,Unknown Gun Type,,
24294,5,Firearms,5,Unknown Gun Type,,
24295,5,Firearms,5,Unknown Gun Type,,
24296,5,Firearms,5,Unknown Gun Type,,
24297,5,Firearms,5,Unknown Gun Type,,
24298,5,Firearms,5,Unknown Gun Type,,
24299,5,Firearms,3,Handgun,,
24300,6,Explosives,12,Remote Trigger,,
24301,6,Explosives,29,Sticky Bomb,,
24302,5,Firearms,5,Unknown Gun Type,8,Incendiary
24303,6,Explosives,15,Vehicle,,
24304,5,Firearms,5,Unknown Gun Type,9,Melee
24305,5,Firearms,5,Unknown Gun Type,9,Melee
24306,6,Explosives,15,Vehicle,6,Explosives
24307,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",13,Unknown
24308,6,Explosives,16,Unknown Explosive Type,,
24309,6,Explosives,7,Grenade,,
24310,6,Explosives,29,Sticky Bomb,,
24311,6,Explosives,16,Unknown Explosive Type,,
24312,6,Explosives,15,Vehicle,,
24313,6,Explosives,16,Unknown Explosive Type,,
24314,6,Explosives,17,Other Explosive Type,,
24315,13,Unknown,,,,
24316,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
24317,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
24318,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
24319,5,Firearms,5,Unknown Gun Type,,
24320,6,Explosives,7,Grenade,5,Firearms
24321,6,Explosives,16,Unknown Explosive Type,,
24322,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
24323,5,Firearms,5,Unknown Gun Type,9,Melee
24324,5,Firearms,5,Unknown Gun Type,8,Incendiary
24325,9,Melee,23,Knife or Other Sharp Object,,
24326,6,Explosives,12,Remote Trigger,,
24327,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
24328,5,Firearms,5,Unknown Gun Type,,
24329,6,Explosives,16,Unknown Explosive Type,,
24330,6,Explosives,16,Unknown Explosive Type,,
24331,13,Unknown,,,,
24332,13,Unknown,,,,
24333,6,Explosives,16,Unknown Explosive Type,,
24334,6,Explosives,16,Unknown Explosive Type,,
24335,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
24336,6,Explosives,16,Unknown Explosive Type,,
24337,5,Firearms,5,Unknown Gun Type,,
24338,6,Explosives,7,Grenade,5,Firearms
24339,5,Firearms,5,Unknown Gun Type,,
24340,5,Firearms,5,Unknown Gun Type,,
24341,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
24342,6,Explosives,8,Landmine,,
24343,6,Explosives,7,Grenade,,
24344,6,Explosives,7,Grenade,,
24345,6,Explosives,8,Landmine,,
24346,9,Melee,23,Knife or Other Sharp Object,,
24347,6,Explosives,15,Vehicle,,
24348,5,Firearms,5,Unknown Gun Type,,
24349,6,Explosives,16,Unknown Explosive Type,,
24350,6,Explosives,16,Unknown Explosive Type,,
24351,6,Explosives,16,Unknown Explosive Type,8,Incendiary
24352,6,Explosives,17,Other Explosive Type,,
24353,8,Incendiary,18,Arson/Fire,,
24354,13,Unknown,,,,
24355,13,Unknown,,,,
24356,9,Melee,21,Blunt Object,,
24357,5,Firearms,5,Unknown Gun Type,13,Unknown
24358,13,Unknown,,,,
24359,6,Explosives,29,Sticky Bomb,,
24360,13,Unknown,,,,
24361,6,Explosives,15,Vehicle,,
24362,6,Explosives,15,Vehicle,,
24363,13,Unknown,,,,
24364,6,Explosives,8,Landmine,,
24365,5,Firearms,5,Unknown Gun Type,,
24366,5,Firearms,5,Unknown Gun Type,,
24367,6,Explosives,8,Landmine,,
24368,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,
24369,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
24370,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
24371,13,Unknown,,,,
24372,5,Firearms,5,Unknown Gun Type,,
24373,5,Firearms,5,Unknown Gun Type,,
24374,13,Unknown,,,,
24375,6,Explosives,15,Vehicle,,
24376,6,Explosives,7,Grenade,,
24377,6,Explosives,16,Unknown Explosive Type,,
24378,5,Firearms,5,Unknown Gun Type,,
24379,5,Firearms,5,Unknown Gun Type,,
24380,13,Unknown,,,,
24381,5,Firearms,5,Unknown Gun Type,,
24382,6,Explosives,14,Time Fuse,5,Firearms
24383,5,Firearms,5,Unknown Gun Type,,
24384,5,Firearms,5,Unknown Gun Type,8,Incendiary
24385,8,Incendiary,18,Arson/Fire,,
24386,13,Unknown,,,,
24387,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
24388,5,Firearms,5,Unknown Gun Type,,
24389,6,Explosives,17,Other Explosive Type,,
24390,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,
24391,5,Firearms,5,Unknown Gun Type,,
24392,5,Firearms,3,Handgun,,
24393,5,Firearms,3,Handgun,,
24394,5,Firearms,5,Unknown Gun Type,,
24395,6,Explosives,16,Unknown Explosive Type,,
24396,13,Unknown,,,,
24397,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
24398,5,Firearms,3,Handgun,,
24399,8,Incendiary,18,Arson/Fire,,
24400,5,Firearms,5,Unknown Gun Type,,
24401,6,Explosives,7,Grenade,,
24402,5,Firearms,5,Unknown Gun Type,,
24403,5,Firearms,5,Unknown Gun Type,,
24404,5,Firearms,2,Automatic or Semi-Automatic Rifle,,
24405,6,Explosives,16,Unknown Explosive Type,,
24406,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
24407,13,Unknown,,,,
24408,5,Firearms,5,Unknown Gun Type,,
24409,5,Firearms,5,Unknown Gun Type,,
24410,13,Unknown,,,,
24411,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",5,Firearms
24412,5,Firearms,2,Automatic or Semi-Automatic Rifle,,
24413,6,Explosives,16,Unknown Explosive Type,,
24414,6,Explosives,13,Suicide (carried bodily by human being),,
24415,5,Firearms,5,Unknown Gun Type,,
24416,5,Firearms,5,Unknown Gun Type,,
24417,6,Explosives,8,Landmine,,
24418,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
24419,5,Firearms,5,Unknown Gun Type,,
24420,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",5,Firearms
24421,6,Explosives,8,Landmine,,
24422,6,Explosives,16,Unknown Explosive Type,,
24423,5,Firearms,5,Unknown Gun Type,,
24424,5,Firearms,5,Unknown Gun Type,,
24425,5,Firearms,5,Unknown Gun Type,,
24426,6,Explosives,29,Sticky Bomb,,
24427,8,Incendiary,20,Gasoline or Alcohol,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)"
24428,6,Explosives,16,Unknown Explosive Type,,
24429,13,Unknown,,,,
24430,5,Firearms,5,Unknown Gun Type,,
24431,13,Unknown,,,,
24432,6,Explosives,12,Remote Trigger,,
24433,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",5,Firearms
24434,5,Firearms,5,Unknown Gun Type,,
24435,8,Incendiary,18,Arson/Fire,,
24436,5,Firearms,5,Unknown Gun Type,8,Incendiary
24437,5,Firearms,5,Unknown Gun Type,,
24438,6,Explosives,13,Suicide (carried bodily by human being),,
24439,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",5,Firearms
24440,5,Firearms,5,Unknown Gun Type,,
24441,6,Explosives,13,Suicide (carried bodily by human being),5,Firearms
24442,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",5,Firearms
24443,13,Unknown,,,,
24444,6,Explosives,17,Other Explosive Type,,
24445,8,Incendiary,18,Arson/Fire,,
24446,5,Firearms,5,Unknown Gun Type,,
24447,13,Unknown,,,,
24448,5,Firearms,5,Unknown Gun Type,,
24449,8,Incendiary,20,Gasoline or Alcohol,,
24450,5,Firearms,5,Unknown Gun Type,,
24451,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
24452,6,Explosives,16,Unknown Explosive Type,,
24453,5,Firearms,5,Unknown Gun Type,,
24454,5,Firearms,5,Unknown Gun Type,,
24455,8,Incendiary,20,Gasoline or Alcohol,,
24456,13,Unknown,,,,
24457,5,Firearms,5,Unknown Gun Type,,
24458,13,Unknown,,,,
24459,5,Firearms,2,Automatic or Semi-Automatic Rifle,5,Firearms
24460,5,Firearms,5,Unknown Gun Type,,
24461,5,Firearms,5,Unknown Gun Type,,
24462,6,Explosives,16,Unknown Explosive Type,,
24463,5,Firearms,2,Automatic or Semi-Automatic Rifle,,
24464,6,Explosives,16,Unknown Explosive Type,,
24465,6,Explosives,16,Unknown Explosive Type,,
24466,6,Explosives,16,Unknown Explosive Type,,
24467,6,Explosives,8,Landmine,,
24468,6,Explosives,16,Unknown Explosive Type,,
24469,5,Firearms,5,Unknown Gun Type,13,Unknown
24470,5,Firearms,5,Unknown Gun Type,,
24471,5,Firearms,3,Handgun,,
24472,5,Firearms,5,Unknown Gun Type,,
24473,6,Explosives,16,Unknown Explosive Type,,
24474,6,Explosives,8,Landmine,,
24475,6,Explosives,8,Landmine,,
24476,6,Explosives,17,Other Explosive Type,,
24477,5,Firearms,5,Unknown Gun Type,,
24478,5,Firearms,5,Unknown Gun Type,,
24479,6,Explosives,16,Unknown Explosive Type,13,Unknown
24480,5,Firearms,5,Unknown Gun Type,,
24481,6,Explosives,16,Unknown Explosive Type,,
24482,6,Explosives,16,Unknown Explosive Type,,
24483,6,Explosives,8,Landmine,,
24484,5,Firearms,5,Unknown Gun Type,,
24485,5,Firearms,5,Unknown Gun Type,,
24486,6,Explosives,15,Vehicle,,
24487,5,Firearms,5,Unknown Gun Type,,
24488,6,Explosives,16,Unknown Explosive Type,5,Firearms
24489,13,Unknown,,,,
24490,6,Explosives,8,Landmine,,
24491,13,Unknown,,,,
24492,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
24493,5,Firearms,5,Unknown Gun Type,8,Incendiary
24494,5,Firearms,3,Handgun,,
24495,5,Firearms,5,Unknown Gun Type,,
24496,6,Explosives,16,Unknown Explosive Type,,
24497,13,Unknown,,,,
24498,13,Unknown,,,,
24499,6,Explosives,16,Unknown Explosive Type,,
24500,6,Explosives,16,Unknown Explosive Type,,
24501,5,Firearms,5,Unknown Gun Type,,
24502,6,Explosives,16,Unknown Explosive Type,,
24503,6,Explosives,16,Unknown Explosive Type,,
24504,6,Explosives,29,Sticky Bomb,6,Explosives
24505,6,Explosives,29,Sticky Bomb,,
24506,6,Explosives,16,Unknown Explosive Type,,
24507,6,Explosives,16,Unknown Explosive Type,,
24508,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",5,Firearms
24509,6,Explosives,12,Remote Trigger,,
24510,6,Explosives,16,Unknown Explosive Type,,
24511,13,Unknown,,,,
24512,13,Unknown,,,,
24513,6,Explosives,15,Vehicle,,
24514,6,Explosives,29,Sticky Bomb,,
24515,6,Explosives,16,Unknown Explosive Type,,
24516,13,Unknown,,,,
24517,6,Explosives,8,Landmine,,
24518,5,Firearms,5,Unknown Gun Type,,
24519,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
24520,6,Explosives,13,Suicide (carried bodily by human being),,
