Event ID,gname,motive
32501,Taliban,"The specific motive is unknown; however, sources noted that the targeted polling stations were being used in the parliamentary elections on October 20, 2018."
32502,Taliban,"The specific motive is unknown; however, sources noted that the targeted polling stations were being used in the parliamentary elections on October 20, 2018."
32503,Taliban,"The specific motive is unknown; however, sources noted that the targeted polling stations were being used in the parliamentary elections on October 20, 2018."
32504,Taliban,"The specific motive is unknown; however, sources noted that the targeted polling stations were being used in the parliamentary elections on October 20, 2018."
32505,Taliban,"The specific motive is unknown; however, sources noted that the targeted polling stations were being used in the parliamentary elections on October 20, 2018."
32506,Taliban,"The specific motive is unknown; however, sources noted that the targeted polling stations were being used in the parliamentary elections on October 20, 2018."
32507,Taliban,"The specific motive is unknown; however, sources noted that the targeted polling stations were being used in the parliamentary elections on October 20, 2018."
32508,Unknown,"The specific motive is unknown; however, sources noted that the attack was related to parliamentary elections that took place on October 20, 2018."
32509,Unknown,"The specific motive is unknown; however, sources noted that the attack was related to parliamentary elections that took place on October 20, 2018."
32510,Unknown,"The specific motive is unknown; however, sources noted that the targeted polling station was being used in the parliamentary elections on October 20, 2018."
32511,Taliban,"The specific motive is unknown; however, sources noted that the targeted polling station was being used in the parliamentary elections on October 20, 2018."
32512,Taliban,
32513,Taliban,
32514,Taliban,"The specific motive is unknown; however, sources noted that the targeted polling station was being used in the parliamentary elections on October 20, 2018."
32515,Taliban,
32516,Houthi extremists (Ansar Allah),
32517,Jamaat Nusrat al-Islam wal Muslimin (JNIM),
32518,Unknown,
32519,Khorasan Chapter of the Islamic State,"The specific motive is unknown; however, sources noted the targeted polling station was being used in the parliamentary elections on October 20, 2018."
32520,Khorasan Chapter of the Islamic State,"The specific motive is unknown; however, sources noted that the targeted school was being used as a polling station in the parliamentary elections on October 20, 2018."
32521,Unknown,
32522,Taliban,"The specific motive is unknown; however, sources noted that the attack was related to parliamentary elections that took place on October 20, 2018."
32523,Taliban,"The specific motive is unknown; however, sources noted that the attack was related to parliamentary elections that took place on October 20, 2018."
32524,Taliban,"The specific motive is unknown; however, sources noted that the attack was related to parliamentary elections that took place on October 20, 2018."
32525,Taliban,"The specific motive is unknown; however, sources noted that the attack was related to parliamentary elections that took place on October 20, 2018."
32526,Taliban,"The specific motive is unknown; however, sources noted that the attack was related to parliamentary elections that took place on October 20, 2018."
32527,Unknown,"The specific motive is unknown; however, sources noted that the targeted polling station was being used in the parliamentary elections on October 20, 2018."
32528,Taliban,"The specific motive is unknown; however, sources noted that the targeted polling station was being used in the parliamentary elections on October 20, 2018."
32529,Taliban,
32530,Taliban,"The specific motive is unknown; however, sources noted that the targeted polling station was being used in the parliamentary elections on October 20, 2018."
32531,Taliban,"The specific motive is unknown; however, sources noted that the targeted polling station was being used in the parliamentary elections on October 20, 2018."
32532,Taliban,"The specific motive is unknown; however, sources noted that the targeted polling station was being used in the parliamentary elections on October 20, 2018."
32533,Taliban,
32534,Unknown,
32535,Unknown,
32536,Taliban,"The specific motive is unknown; however, sources noted that the targeted polling station was being used in the parliamentary elections on October 20, 2018."
32537,Islamic State of Iraq and the Levant (ISIL),
32538,Unknown,
32539,Unknown,
32540,Kurdistan Workers' Party (PKK),
32541,Jaish-e-Mohammad (JeM),
32542,Unknown,
32543,Unknown,
32544,Khorasan Chapter of the Islamic State,
32545,Unknown,
32546,New People's Army (NPA),
32547,Unknown,"The specific motive is unknown; however, authorities suspected that the businesses, which were Nigerian owned, may have been targeted as part of a larger trend of xenophobia."
32548,Unknown,"The specific motive is unknown; however, authorities suspected that the businesses, which were Nigerian owned, may have been targeted as part of a larger trend of xenophobia."
32549,Unknown,"The specific motive is unknown; however, authorities suspected that the businesses, which were Nigerian owned, may have been targeted as part of a larger trend of xenophobia."
32550,Unknown,"The specific motive is unknown; however, authorities suspected that the businesses, which were Nigerian owned, may have been targeted as part of a larger trend of xenophobia."
32551,Unknown,"The specific motive is unknown; however, authorities suspected that the businesses, which were Nigerian owned, may have been targeted as part of a larger trend of xenophobia."
32552,Unknown,"The specific motive is unknown; however, authorities suspected that the businesses, which were Nigerian owned, may have been targeted as part of a larger trend of xenophobia."
32553,Unknown,"The specific motive is unknown; however, authorities suspected that the businesses, which were Nigerian owned, may have been targeted as part of a larger trend of xenophobia."
32554,Unknown,"The specific motive is unknown; however, authorities suspected that the businesses, which were Nigerian owned, may have been targeted as part of a larger trend of xenophobia."
32555,Unknown,"The specific motive is unknown; however, authorities suspected that the businesses, which were Nigerian owned, may have been targeted as part of a larger trend of xenophobia."
32556,Taliban,"The specific motive is unknown; however, sources stated that the teachers were abducted because they refused to respond to an extortion demand by the Taliban."
32557,Al-Shabaab,
32558,Unknown,
32559,Unknown,
32560,Islamic State of Iraq and the Levant (ISIL),
32561,Islamic State of Iraq and the Levant (ISIL),
32562,Taliban,
32563,Sinai Province of the Islamic State,
32564,Unknown,
32565,Taliban,
32566,Taliban,
32567,Taliban,
32568,Islamic State of Iraq and the Levant (ISIL),
32569,Unknown,
32570,Unknown,
32571,Unknown,
32572,Houthi extremists (Ansar Allah),"The specific motive is unknown; however, sources posited that Houthi extremists (Ansar Allah) targeted the women for allegedly participating in prostitution."
32573,Jund al-Khilafah (Tunisia),
32574,Taliban,
32575,Pro-Trump extremists,"The specific motive is unknown; however, sources noted that ""Right wing paraphernalia"" was found covering Cesar Altieri Sayoc's van and he was identified as a vocal Trump supporter."
32576,Palestinian Extremists,
32577,Unknown,
32578,Boko Haram,
32579,Taliban,"The specific motive is unknown; however, sources said the attack was related to parliamentary elections held on October 20, 2018."
32580,Taliban,
32581,Taliban,
32582,Unknown,"The specific motive is unknown; however, sources noted that the attack was related to parliamentary elections held on October 20, 2018."
32583,Unknown,
32584,Taliban,
32585,Unknown,
32586,National Liberation Army of Colombia (ELN),
32587,Taliban,"The specific motive is unknown; however sources suspected that the attack was related to parliamentary elections held on October 20, 2018."
32588,Taliban,"The specific motive is unknown; however sources suspected that the attack was related to parliamentary elections held on October 20, 2018."
32589,Unknown,
32590,New People's Army (NPA),
32591,Mayi Mayi,
32592,Unknown,
32593,Taliban,
32594,Unknown,
32595,Unknown,
32596,Taliban,
32597,Unknown,
32598,Tehrik-i-Taliban Pakistan (TTP),
32599,Islamic State of Iraq and the Levant (ISIL),
32600,Islamic State of Iraq and the Levant (ISIL),
32601,Separatists,
32602,Islamic State of Iraq and the Levant (ISIL),
32603,Mayi Mayi,
32604,Unknown,
32605,Taliban,"The Taliban claimed responsibility for the incident and stated the victims were targeted because they had voted in the recent elections held on October 20, 2018."
32606,Muslim extremists,
32607,Unknown,
32608,Unknown,
32609,Unknown,
32610,National Liberation Army of Colombia (ELN),
32611,Unknown,
32612,Unknown,
32613,Pro-Trump extremists,"The specific motive is unknown; however, sources noted that ""Right wing paraphernalia"" was found covering Cesar Altieri Sayoc's van and he was identified as a vocal Trump supporter."
32614,Pro-Trump extremists,"The specific motive is unknown; however, sources noted that ""Right wing paraphernalia"" was found covering Cesar Altieri Sayoc's van and he was identified as a vocal Trump supporter."
32615,Pro-Trump extremists,"The specific motive is unknown; however, sources noted that ""Right wing paraphernalia"" was found covering Cesar Altieri Sayoc's van and he was identified as a vocal Trump supporter."
32616,Pro-Trump extremists,"The specific motive is unknown; however, sources noted that ""Right wing paraphernalia"" was found covering Cesar Altieri Sayoc's van and he was identified as a vocal Trump supporter."
32617,Pro-Trump extremists,"The specific motive is unknown; however, sources noted that ""Right wing paraphernalia"" was found covering Cesar Altieri Sayoc's van and he was identified as a vocal Trump supporter."
32618,Pro-Trump extremists,"The specific motive is unknown; however, sources noted that ""Right wing paraphernalia"" was found covering Cesar Altieri Sayoc's van and he was identified as a vocal Trump supporter."
32619,Taliban,
32620,White supremacists/nationalists,"The specific motive is unknown; however, sources noted that Gregory Alan Bush stated ""Whites don't kill whites"" during the attack."
32621,White supremacists/nationalists,"The specific motive is unknown; however, sources noted that Gregory Alan Bush stated ""Whites don't kill whites"" during the attack."
32622,Unknown,
32623,Unknown,
32624,Taliban,
32625,Unknown,
32626,Unknown,
32627,Maoists,
32628,Unknown,
32629,Unknown,
32630,Chavistas,"The specific motive is unknown; however, sources posited that Maria Corina Machado was targeted for her opposition to new political negotiations."
32631,Unknown,
32632,Unknown,
32633,Al-Shabaab,
32634,Allied Democratic Forces (ADF),
32635,Taliban,"The specific motive is unknown; however sources suspected that the attack was related to parliamentary elections held on October 20, 2018."
32636,Military Command Council for the Salvation of the Republic (CCSMR),
32637,Unknown,
32638,Pro-Trump extremists,"The specific motive is unknown; however, sources noted that ""Right wing paraphernalia"" was found covering Cesar Altieri Sayoc's van and he was identified as a vocal Trump supporter."
32639,Pro-Trump extremists,"The specific motive is unknown; however, sources noted that ""Right wing paraphernalia"" was found covering Cesar Altieri Sayoc's van and he was identified as a vocal Trump supporter."
32640,Pro-Trump extremists,"The specific motive is unknown; however, sources noted that ""Right wing paraphernalia"" was found covering Cesar Altieri Sayoc's van and he was identified as a vocal Trump supporter."
32641,Khorasan Chapter of the Islamic State,
32642,Jaish-e-Mohammad (JeM),Jaish-e-Mohammad (JeM) claimed responsibility for the incident and stated that the attack was intended to avenge the deaths of innocent civilians.
32643,Unknown,
32644,Unknown,
